Genes,lb,mle,ub,ce,Z,cZ,p_value
SPTLC2,-0.66677622,-0.15154005,0.3030801,0,-0.582895196,0,0.720018073
DLAT,-0.57585219,-0.15154005,0.24246408,0,-0.64058831,0,0.739104902
KMT5A,-3.333881098,-0.15154005,0.48492816,0,-0.643705733,0,0.740116864
ADSL,-0.63646821,-0.15154005,0.27277209,0,-0.702510799,0,0.758819665
GLO1,-0.54554418,-0.15154005,0.21215607,0,-0.706044418,0,0.759919742
ASNS,-0.51523617,-0.15154005,0.18184806,0,-0.801463209,0,0.788568233
CDS1,-0.57585219,-0.15154005,0.21215607,0,-0.803668864,0,0.78920588
MDH2,-0.48492816,-0.15154005,0.15154005,0,-0.813875267,0,0.792141795
ABAT,-0.45462015,-0.15154005,0.15154005,0,-0.882295225,0,0.811191411
PGP,-0.45462015,-0.15154005,0.15154005,0,-0.902225906,0,0.816531562
GNPNAT1,-0.45462015,-0.15154005,0.15154005,0,-0.912889512,0,0.819349673
ATP5F1A,-0.45462015,-0.15154005,0.12123204,0,-0.93397274,0,0.824841023
SLC1A4,-0.48492816,-0.15154005,0.15154005,0,-0.966889028,0,0.833200244
SLC38A2,-0.45462015,-0.15154005,0.12123204,0,-0.970922962,0,0.834206679
PYCR1,-0.48492816,-0.15154005,0.12123204,0,-1.026918327,0,0.847770538
FDFT1,-0.48492816,-0.15154005,0.12123204,0,-1.039751366,0,0.850772285
SQLE,-0.45462015,-0.15154005,0.09092403,0,-1.051356076,0,0.853452459
ECHS1,-0.48492816,-0.15154005,0.09092403,0,-1.114928905,0,0.867559556
MTHFD2,-0.39400413,-0.15154005,0.06061602,0,-1.157293664,0,0.876423799
TMLHE,-0.78800826,-0.18184806,3.091417018,0,-0.315601764,0,0.623847601
EPHX1,-0.87893229,-0.18184806,0.54554418,0,-0.41356841,0,0.660404894
SLC7A8,-0.969856319,-0.18184806,0.54554418,0,-0.435645145,0,0.668452894
ADCY7,-0.78800826,-0.18184806,0.45462015,0,-0.477166576,0,0.683378245
CLTRN,-1.060780349,-0.18184806,0.51523617,0,-0.495543378,0,0.689891695
CHST1,-0.87893229,-0.18184806,0.45462015,0,-0.524356416,0,0.699984668
UCK1,-0.84862428,-0.18184806,0.42431214,0,-0.538784877,0,0.70498235
PLCD3,-0.81831627,-0.18184806,0.42431214,0,-0.546306279,0,0.707572289
AQP8,-0.78800826,-0.18184806,0.42431214,0,-0.562382447,0,0.713072262
ALDOC,-0.75770025,-0.18184806,0.36369612,0,-0.580169319,0,0.719099779
ABCA4,-0.72739224,-0.18184806,0.36369612,0,-0.610169988,0,0.729125396
NDUFS2,-0.72739224,-0.18184806,0.33338811,0,-0.623848284,0,0.733636387
SLC37A4,-0.72739224,-0.18184806,0.33338811,0,-0.63787303,0,0.738221832
UMPS,-0.72739224,-0.18184806,0.33338811,0,-0.643878855,0,0.740173003
SLC29A1,-0.75770025,-0.18184806,0.33338811,0,-0.659165003,0,0.745105091
SLC2A10,-0.63646821,-0.18184806,0.27277209,0,-0.686309451,0,0.753741005
SLC19A2,-0.72739224,-0.18184806,0.27277209,0,-0.739731155,0,0.77026843
DPM2,-0.66677622,-0.18184806,0.24246408,0,-0.750836967,0,0.773624611
NDUFS1,-0.57585219,-0.18184806,0.21215607,0,-0.835744507,0,0.798350674
OAT,-0.54554418,-0.18184806,0.18184806,0,-0.890148662,0,0.813306967
SGPL1,-0.66677622,-0.18184806,0.18184806,0,-0.905371007,0,0.817365565
BDH1,-0.63646821,-0.18184806,0.18184806,0,-0.913037163,0,0.819388502
FECH,-0.57585219,-0.18184806,0.18184806,0,-0.954739071,0,0.830145167
ATP6V0D1,-0.54554418,-0.18184806,0.15154005,0,-0.972532733,0,0.834607206
PANK3,-0.57585219,-0.18184806,0.15154005,0,-0.98328298,0,0.837265908
NDUFC2,-0.54554418,-0.18184806,0.15154005,0,-1.010141771,0,0.843786314
IDH2,-0.54554418,-0.18184806,0.12123204,0,-1.010804909,0,0.843945093
PCK2,-0.54554418,-0.18184806,0.15154005,0,-1.012463872,0,0.844341844
CBS,-0.54554418,-0.18184806,0.15154005,0,-1.022636145,0,0.846760043
CPT1B,-0.87893229,-0.21215607,0.54554418,0,-0.471614644,0,0.681399064
BCAT1,-0.9092403,-0.21215607,0.54554418,0,-0.471757412,0,0.681450024
SLC16A7,-3.182341048,-0.21215607,3.000492988,0,-0.485617181,0,0.686380694
B3GNT4,-0.84862428,-0.21215607,0.48492816,0,-0.51083833,0,0.695267867
CA13,-2.848952939,-0.21215607,0.6061602,0,-0.514177361,0,0.696436003
COQ2,-0.87893229,-0.21215607,0.42431214,0,-0.590661837,0,0.722626488
PLCH1,-2.788336919,-0.21215607,0.48492816,0,-0.59778253,0,0.725007476
SLC19A1,-0.9092403,-0.21215607,0.42431214,0,-0.598439587,0,0.725226671
PPCDC,-0.87893229,-0.21215607,0.42431214,0,-0.602613027,0,0.726616924
AKR1D1,-0.84862428,-0.21215607,0.42431214,0,-0.60496793,0,0.727399847
SLC4A5,-0.84862428,-0.21215607,0.45462015,0,-0.619744987,0,0.732287154
CDA,-0.84862428,-0.21215607,0.42431214,0,-0.624309037,0,0.733787675
RDH5,-0.78800826,-0.21215607,0.42431214,0,-0.633811471,0,0.736898067
KHK,-0.93954831,-0.21215607,0.39400413,0,-0.653198862,0,0.743185958
DNMT3B,-0.93954831,-0.21215607,0.42431214,0,-0.658009188,0,0.744733886
MCCC1,-0.75770025,-0.21215607,0.33338811,0,-0.660585861,0,0.74556103
LPO,-0.72739224,-0.21215607,0.42431214,0,-0.662975452,0,0.746326862
ADCY3,-0.81831627,-0.21215607,0.36369612,0,-0.694012312,0,0.756162756
ETFB,-0.72739224,-0.21215607,0.3030801,0,-0.723159689,0,0.765209109
PYGM,-0.84862428,-0.21215607,0.36369612,0,-0.751982186,0,0.773969114
RRM2B,-0.81831627,-0.21215607,0.3030801,0,-0.779895598,0,0.782273835
GLUD1,-0.63646821,-0.21215607,0.21215607,0,-0.834642143,0,0.798040387
ALDH6A1,-0.66677622,-0.21215607,0.24246408,0,-0.847603077,0,0.80167047
GANAB,-0.63646821,-0.21215607,0.18184806,0,-0.911877559,0,0.819083412
ECH1,-0.66677622,-0.21215607,0.21215607,0,-0.929896882,0,0.823787761
ACLY,-0.69708423,-0.21215607,0.15154005,0,-1.080291174,0,0.859993731
IREB2,-0.63646821,-0.21215607,0.12123204,0,-1.191288964,0,0.883229918
COMT,-0.51523617,-0.21215607,0.12123204,0,-1.198993684,0,0.884734799
SLC7A2,-0.54554418,-0.21215607,0.09092403,0,-1.261558997,0,0.896446241
PRDX1,-0.48492816,-0.21215607,0.03030801,0,-1.660218736,-0.10985177,0.951564772
SLC25A6,-0.42431214,-0.21215607,0,0,-1.854072142,-0.300213655,0.96813558
PIGZ,-1.454784479,-0.24246408,3.091417018,0,-0.427274444,0,0.665410278
CPT1C,-0.81831627,-0.24246408,0.48492816,0,-0.523200605,0,0.69958267
CD36,-1.060780349,-0.24246408,2.636796869,0,-0.563126664,0,0.713325682
SLC5A2,-0.81831627,-0.24246408,0.45462015,0,-0.630433405,0,0.73579447
AOC2,-0.87893229,-0.24246408,0.42431214,0,-0.630587454,0,0.735844848
SLC4A3,-0.81831627,-0.24246408,0.42431214,0,-0.697284749,0,0.757187695
PDE4D,-3.091417018,-0.24246408,2.667104879,0,-0.698303475,0,0.757506287
ARG2,-0.93954831,-0.24246408,0.42431214,0,-0.701962501,0,0.758648725
SLCO3A1,-1.030472339,-0.24246408,0.42431214,0,-0.720194467,0,0.764297365
SLC16A1,-1.091088359,-0.24246408,0.36369612,0,-0.749603151,0,0.773253124
ATP6V0A2,-0.84862428,-0.24246408,0.3030801,0,-0.808352142,0,0.790556053
NADK2,-0.87893229,-0.24246408,0.27277209,0,-0.8641374,0,0.806243792
PIK3CB,-0.84862428,-0.24246408,0.27277209,0,-0.894971985,0,0.814598968
MAN2A1,-0.9092403,-0.24246408,0.27277209,0,-0.915991382,0,0.820164293
NDUFB6,-0.78800826,-0.24246408,0.21215607,0,-0.977258672,0,0.835779446
FUT9,-0.93954831,-0.24246408,0.27277209,0,-0.987937734,0,0.838408428
ALDH3A2,-0.75770025,-0.24246408,0.21215607,0,-1.002856897,0,0.842035044
PNPO,-0.72739224,-0.24246408,0.18184806,0,-1.060920988,0,0.855637095
ATP6V1B2,-0.69708423,-0.24246408,0.15154005,0,-1.102077974,0,0.864786113
ALDH1L2,-0.66677622,-0.24246408,0.12123204,0,-1.211795525,0,0.887204669
GSTZ1,-0.69708423,-0.24246408,0.12123204,0,-1.21490153,0,0.887798175
NDUFA10,-0.54554418,-0.24246408,0.06061602,0,-1.389205472,0,0.917614861
ODC1,-0.54554418,-0.24246408,0.06061602,0,-1.392383788,0,0.918096894
SHMT2,-0.51523617,-0.24246408,0,0,-1.796999301,-0.245875117,0.963832135
AMDHD1,-0.9092403,-0.27277209,0.45462015,0,-0.70639954,0,0.760030147
AMT,-0.93954831,-0.27277209,0.39400413,0,-0.724927145,0,0.765751637
PIK3CA,-0.9092403,-0.27277209,0.39400413,0,-0.728361111,0,0.766803719
XYLT1,-0.87893229,-0.27277209,0.42431214,0,-0.746884345,0,0.772433312
ACP6,-0.9092403,-0.27277209,0.36369612,0,-0.791238777,0,0.785597666
GYG2,-1.000164329,-0.27277209,0.36369612,0,-0.805419034,0,0.789711044
HLCS,-0.93954831,-0.27277209,0.36369612,0,-0.809514426,0,0.790890346
ST3GAL3,-0.87893229,-0.27277209,0.36369612,0,-0.818521426,0,0.793470244
BCKDHB,-0.969856319,-0.27277209,0.33338811,0,-0.818820204,0,0.793555499
AFMID,-0.969856319,-0.27277209,0.3030801,0,-0.882492831,0,0.811244823
GLS,-0.9092403,-0.27277209,0.3030801,0,-0.897444139,0,0.815259016
SLC16A10,-0.9092403,-0.27277209,0.36369612,0,-0.902701111,0,0.816657727
PIK3CD,-0.87893229,-0.27277209,0.3030801,0,-0.905660323,0,0.817442165
CPOX,-0.87893229,-0.27277209,0.27277209,0,-0.962420549,0,0.832080802
SOAT1,-0.75770025,-0.27277209,0.15154005,0,-1.140214063,0,0.872901435
INPPL1,-0.72739224,-0.27277209,0.15154005,0,-1.215174679,0,0.887850262
PPT1,-0.72739224,-0.27277209,0.12123204,0,-1.223877499,0,0.889500779
IMPDH2,-0.69708423,-0.27277209,0.12123204,0,-1.237420902,0,0.892034569
DCXR,-0.69708423,-0.27277209,0.12123204,0,-1.307114809,0,0.904413139
AMD1,-0.66677622,-0.27277209,0.09092403,0,-1.341609132,0,0.910138618
MTHFD1L,-0.66677622,-0.27277209,0.09092403,0,-1.363896846,0,0.913699983
DPYSL2,-0.66677622,-0.27277209,0.09092403,0,-1.369865074,0,0.914635488
PNP,-0.63646821,-0.27277209,0.09092403,0,-1.425019403,0,0.922924204
SLC38A1,-0.57585219,-0.27277209,0.03030801,0,-1.732117603,-0.187403549,0.958373687
GSR,-0.6061602,-0.27277209,0,0,-1.82888984,-0.276637269,0.966291944
PRDX3,-0.57585219,-0.27277209,0,0,-1.894534663,-0.344196188,0.970922961
QPRT,-1.091088359,-0.3030801,0.54554418,0,-0.664809966,0,0.746913976
PLA2G6,-0.93954831,-0.3030801,0.39400413,0,-0.802743041,0,0.788938365
PGM2,-0.93954831,-0.3030801,0.33338811,0,-0.866207151,0,0.806811714
BCKDHA,-0.93954831,-0.3030801,0.33338811,0,-0.889676829,0,0.81318028
ZADH2,-1.030472339,-0.3030801,0.33338811,0,-0.890351456,0,0.8133614
MMUT,-0.9092403,-0.3030801,0.27277209,0,-0.957296697,0,0.830791239
CHSY1,-0.87893229,-0.3030801,0.27277209,0,-0.994269082,0,0.839954058
ALG10,-1.060780349,-0.3030801,0.3030801,0,-1.039793081,0,0.850781978
NT5C,-0.78800826,-0.3030801,0.12123204,0,-1.319880557,0,0.90656255
SETDB1,-0.72739224,-0.3030801,0.12123204,0,-1.346445304,0,0.910920526
G6PD,-0.6061602,-0.3030801,-0.03030801,-0.03030801,-2.058628439,-0.513891368,0.980235077
FASN,-0.6061602,-0.3030801,-0.03030801,-0.03030801,-2.121746098,-0.581827907,0.983070467
SLC17A5,-1.091088359,-0.33338811,0.39400413,0,-0.830239156,0,0.796798209
PMM2,-1.000164329,-0.33338811,0.42431214,0,-0.848850412,0,0.802017733
RRM1,-1.030472339,-0.33338811,0.33338811,0,-0.944485797,0,0.827539272
GPAM,-1.091088359,-0.33338811,0.3030801,0,-0.978418563,0,0.836066324
ALG6,-1.030472339,-0.33338811,0.3030801,0,-0.980563863,0,0.836596069
SLC24A2,-0.9092403,-0.33338811,0.3030801,0,-1.072808348,0,0.858321443
ABCC5,-0.93954831,-0.33338811,0.21215607,0,-1.207895186,0,0.886456209
DGKZ,-0.87893229,-0.33338811,0.15154005,0,-1.280972066,0,0.899898261
ACAT2,-0.81831627,-0.33338811,0.12123204,0,-1.323328543,0,0.907136928
HMBS,-0.78800826,-0.33338811,0.12123204,0,-1.421540825,0,0.922420203
CAD,-0.87893229,-0.33338811,0.12123204,0,-1.432533282,0,0.92400437
HADH,-0.81831627,-0.33338811,0.09092403,0,-1.448334684,0,0.926238264
SLC7A1,-0.66677622,-0.33338811,-0.06061602,-0.06061602,-2.223465558,-0.6848549,0.986907788
ME2,-1.030472339,-0.36369612,0.27277209,0,-1.059112398,0,0.855225703
ACSS1,-1.091088359,-0.36369612,0.3030801,0,-1.059584552,0,0.855333178
PFAS,-0.969856319,-0.36369612,0.24246408,0,-1.124477332,0,0.869594709
PANK4,-1.091088359,-0.36369612,0.24246408,0,-1.140067466,0,0.872870903
GGT7,-0.9092403,-0.36369612,0.27277209,0,-1.150068593,0,0.874942189
SLC43A1,-1.060780349,-0.36369612,0.24246408,0,-1.174389904,0,0.879880556
ACAA2,-1.091088359,-0.36369612,0.21215607,0,-1.175182364,0,0.880039118
SLC9A5,-0.969856319,-0.36369612,0.21215607,0,-1.180987128,0,0.881196082
PSAT1,-1.030472339,-0.36369612,0.21215607,0,-1.203225167,0,0.885555401
SLC16A3,-1.121396369,-0.36369612,0.21215607,0,-1.233585585,0,0.891321316
B3GNT5,-3.303573088,-0.36369612,0.21215607,0,-1.344483509,0,0.910603957
PHGDH,-0.72739224,-0.36369612,-0.06061602,-0.06061602,-2.322122647,-0.789268108,0.989886834
SLC1A5,-0.66677622,-0.36369612,-0.12123204,-0.12123204,-2.675489316,-1.15530183,0.996268987
ACSBG1,-1.091088359,-0.39400413,0.33338811,0,-0.976076362,0,0.835486688
FADS2,-0.969856319,-0.39400413,0.18184806,0,-1.276546947,0,0.899118879
CYP4X1,-1.030472339,-0.39400413,0.18184806,0,-1.374809318,0,0.915404716
SLC25A10,-0.9092403,-0.39400413,0.09092403,0,-1.498812976,0,0.933038921
PSPH,-0.87893229,-0.39400413,0,0,-1.857888962,-0.304173602,0.968407608
IDH3A,-0.81831627,-0.39400413,-0.03030801,-0.03030801,-1.970635857,-0.423628346,0.975617229
PIP5K1A,-0.81831627,-0.39400413,-0.03030801,-0.03030801,-1.988686935,-0.447417179,0.976632116
SMS,-0.78800826,-0.39400413,-0.06061602,-0.06061602,-2.240670414,-0.694962888,0.987476284
AKR1B1,-3.515729158,-0.42431214,0.3030801,0,-1.165370308,0,0.878065435
ACSL1,-1.121396369,-0.42431214,0.21215607,0,-1.293536817,0,0.90208727
ADCY9,-1.121396369,-0.42431214,0.18184806,0,-1.367364613,0,0.914244476
ABCG2,-1.121396369,-0.42431214,0.15154005,0,-1.394023309,0,0.918344717
MT-ND6,-1.030472339,-0.42431214,0.09092403,0,-1.587934018,-0.042555258,0.94384937
ALDH7A1,-0.87893229,-0.42431214,0.06061602,0,-1.697687763,-0.147042626,0.955216646
ACAT1,-0.9092403,-0.42431214,0.03030801,0,-1.784003415,-0.232156516,0.962788445
SLC7A5,-0.75770025,-0.42431214,-0.12123204,-0.12123204,-2.581371468,-1.057484961,0.995079569
SULT2B1,-1.091088359,-0.45462015,0.3030801,0,-1.071761803,0,0.858086483
MAT1A,-1.000164329,-0.45462015,0.3030801,0,-1.143843276,0,0.873655681
SLC28A3,-2.424640799,-0.45462015,0.3030801,0,-1.179055845,0,0.88081203
ALOX15,-1.151704379,-0.45462015,0.21215607,0,-1.329298098,0,0.908125179
SLC35D1,-1.091088359,-0.45462015,0.18184806,0,-1.369930668,0,0.914645727
MTMR1,-1.060780349,-0.45462015,0.18184806,0,-1.37199834,0,0.914968023
PANK1,-1.151704379,-0.45462015,0.15154005,0,-1.397714828,0,0.91890064
PLCG2,-3.546037168,-0.45462015,0.12123204,0,-1.623330633,-0.075292025,0.947740628
BCAT2,-1.000164329,-0.45462015,0.03030801,0,-1.777551587,-0.225008537,0.962261234
BCO1,-2.970184978,-0.48492816,0.18184806,0,-1.392150771,0,0.918061627
AMACR,-2.939876968,-0.48492816,0.18184806,0,-1.409298759,0,0.920626577
CPT2,-1.091088359,-0.48492816,0.09092403,0,-1.588880164,-0.043274364,0.943956275
UGT2B10,-1.242628409,-0.48492816,0.09092403,0,-1.64651983,-0.095404213,0.95017161
SEPHS1,-0.969856319,-0.48492816,-0.03030801,-0.03030801,-2.000598023,-0.459801903,0.977282137
SDHA,-0.9092403,-0.48492816,-0.06061602,-0.06061602,-2.246128815,-0.698026992,0.987652121
GPX2,-1.242628409,-0.51523617,0.18184806,0,-1.377896138,0,0.915882321
CYBRD1,-1.121396369,-0.51523617,0.12123204,0,-1.549427532,-0.017634535,0.93936051
B4GALT2,-1.091088359,-0.51523617,0,0,-1.923657894,-0.373758446,0.97280126
GOT2,-0.9092403,-0.51523617,-0.15154005,-0.15154005,-2.743650335,-1.219454253,0.996961989
XDH,-1.606324529,-0.54554418,0.18184806,0,-1.526825955,0,0.936597852
MTHFD1,-1.000164329,-0.54554418,-0.15154005,-0.15154005,-2.697813977,-1.181461362,0.996510178
PIGK,-1.272936419,-0.57585219,0.15154005,0,-1.485356694,0,0.93127532
PANK2,-1.242628409,-0.57585219,0.06061602,0,-1.734586392,-0.190335531,0.958592954
MVK,-1.151704379,-0.57585219,0.03030801,0,-1.853233434,-0.300213655,0.968075546
G6PC3,-1.151704379,-0.57585219,0,0,-1.887311205,-0.333891984,0.97044076
DUT,-1.000164329,-0.57585219,-0.15154005,-0.15154005,-2.596190872,-1.07492545,0.995286816
RPIA,-1.212320399,-0.6061602,0.03030801,0,-1.862220777,-0.309475368,0.968714012
B4GALNT1,-1.333552439,-0.6061602,0,0,-1.911262552,-0.363199275,0.972014576
SUV39H2,-1.666940549,-0.63646821,0,0,-1.929277986,-0.378831909,0.973151819
ELOVL6,-1.333552439,-0.69708423,0.03030801,0,-1.828901138,-0.276637269,0.96629279
DCK,-1.394168459,-0.69708423,-0.03030801,-0.03030801,-1.986372182,-0.444441164,0.976503993
DNMT1,-1.272936419,-0.72739224,-0.12123204,-0.12123204,-2.32087624,-0.787642399,0.989853238
LTA4H,-1.303244429,-0.72739224,-0.18184806,-0.18184806,-2.608127449,-1.084915598,0.995448047
NLN,-1.545708509,-0.78800826,-0.15154005,-0.15154005,-2.389853555,-0.867749439,0.991572454
FOLR1,-1.485092489,-0.78800826,-0.15154005,-0.15154005,-2.416285812,-0.890855281,0.992160126
RDH12,-1.394168459,-0.78800826,-0.15154005,-0.15154005,-2.426059623,-0.903054875,0.992368119
SHMT1,-1.515400499,-0.81831627,-0.18184806,-0.18184806,-2.556598016,-1.026259256,0.994714936
SLC43A2,-1.576016519,-0.9092403,-0.21215607,-0.21215607,-2.46994282,-0.941595114,0.993243267
DTYMK,-1.424476469,-0.9092403,-0.42431214,-0.42431214,-3.893591545,-2.440157039,0.999950615
GGH,-1.606324529,-0.93954831,-0.39400413,-0.39400413,-3.30403733,-1.808877659,0.999523484
ELOVL2,-2.606488859,-1.030472339,-0.09092403,-0.09092403,-2.091105867,-0.546446349,0.981740713
MT-ND4L,-1.909404629,-1.121396369,-0.3030801,-0.3030801,-2.679147491,-1.158755549,0.996309506
MT-ND1,-1.727556569,-1.272936419,-0.84862428,-0.84862428,-6.670627597,-5.609004692,1
MT-CO1,-1.879096619,-1.394168459,-0.969856319,-0.969856319,-7.160732813,-6.098081404,1
MT-ND2,-1.909404629,-1.454784479,-0.969856319,-0.969856319,-6.801432671,-5.748051027,1
MT-CO2,-2.515564829,-1.485092489,-1.121396369,-1.121396369,-7.16080869,-6.098081404,1
MT-CO3,-1.970020649,-1.515400499,-1.091088359,-1.091088359,-7.16080869,-6.098081404,1
MT-CYB,-1.970020649,-1.515400499,-1.060780349,-1.060780349,-7.16080869,-6.098081404,1
MT-ND5,-2.212484729,-1.545708509,-0.9092403,-0.9092403,-4.98695227,-3.711129509,0.999999693
MT-ND4,-2.030636669,-1.666940549,-1.363860449,-1.363860449,-7.160846644,-6.098081404,1
MT-ND3,-2.273100749,-1.697248559,-1.182012389,-1.182012389,-7.1605433,-6.098081404,1
TYMS,-3.061109008,-2.303408759,-1.394168459,-1.394168459,-5.939927604,-4.814747597,0.999999999
TK1,-3.364189108,-2.697412889,-1.879096619,-1.879096619,-6.054028301,-4.930353722,0.999999999
ACSL4,-3.394497118,-2.818644929,-0.33338811,-0.33338811,-2.24470842,-0.696970928,0.987606571
STRA6,-3.485421148,-2.879260949,0.63646821,0,-1.247201716,0,0.893838228
CHST3,-3.424805128,-2.879260949,0.15154005,0,-1.544470794,-0.011987575,0.938762839
PIP5K1C,-3.697577218,-2.970184978,0.45462015,0,-1.457121978,0,0.927458644
RBKS,-3.515729158,-3.000492988,2.697412889,0,-0.659049623,0,0.745068048
CHKB,-3.576345178,-3.000492988,0.42431214,0,-1.114716165,0,0.867513964
PIK3C2G,-3.576345178,-3.030800998,0.45462015,0,-1.408876354,0,0.920564134
DGKG,-3.606653188,-3.030800998,-1.515400499,-1.515400499,-2.841779723,-1.316614171,0.997756876
TK2,-3.667269208,-3.061109008,0.21215607,0,-1.686928462,-0.140705823,0.954191446
NAPRT,-3.636961198,-3.061109008,-0.03030801,-0.03030801,-1.964192936,-0.416455998,0.975246139
ALOX12B,-3.667269208,-3.091417018,0.57585219,0,-1.162269034,0,0.8774369
PECR,-3.697577218,-3.091417018,0.54554418,0,-1.168742102,0,0.878746223
PAH,-3.636961198,-3.091417018,0.3030801,0,-1.205953421,0,0.886082275
DDC,-3.636961198,-3.091417018,0.09092403,0,-1.782159871,-0.230407554,0.962638418
TBXAS1,-3.667269208,-3.121725028,0.03030801,0,-1.877691406,-0.32477269,0.969788303
GPX3,-3.667269208,-3.121725028,-0.09092403,-0.09092403,-2.026564521,-0.484390858,0.978646516
ITPKA,-3.727885228,-3.152033038,-2.000328659,-2.000328659,-3.035908696,-1.507227768,0.99880094
ALDH4A1,-3.636961198,-3.182341048,0.75770025,0,-0.887197305,0,0.812513658
GNE,-3.818809258,-3.212649058,0.03030801,0,-1.921885446,-0.373758446,0.972689913
DHRS4,-3.788501248,-3.212649058,-0.36369612,-0.36369612,-2.49873241,-0.965430529,0.993768081
ASRGL1,-3.788501248,-3.212649058,-0.93954831,-0.93954831,-2.591268754,-1.068364919,0.995218861
SCD5,-3.879425278,-3.303573088,-0.12123204,-0.12123204,-2.068064683,-0.526467989,0.980683029
NPR2,-3.818809258,-3.333881098,0.33338811,0,-1.457655413,0,0.927532226
NEU4,-3.879425278,-3.394497118,-0.36369612,-0.36369612,-2.79943369,-1.273920945,0.997440384
DLST,-3.940041298,-3.424805128,-2.606488859,-2.606488859,-3.03870303,-1.507703716,0.998812005
CTH,-4.000657318,-3.455113138,-2.727720899,-2.727720899,-3.996430053,-2.569316631,0.999967848
ACOX3,-4.030965328,-3.485421148,-2.606488859,-2.606488859,-3.488915056,-1.997154437,0.999757507
RRM2,-5.031129657,-4.334045428,-3.546037168,-3.546037168,-7.160846644,-6.098081404,1
