Genes,lb,mle,ub,ce,Z,cZ,p_value
MTHFR,-0.909272277,-0.272781683,0.394017987,0,-0.767789707,0,0.778693935
MAN2B1,-2.151944389,-0.272781683,0.424327063,0,-0.776572373,0,0.781294447
SLC25A26,-0.969890429,-0.272781683,0.363708911,0,-0.784549383,0,0.783641091
HYAL3,-0.909272277,-0.272781683,0.363708911,0,-0.790094368,0,0.785263671
SULT2B1,-0.878963201,-0.272781683,0.363708911,0,-0.805330928,0,0.78968563
OCRL,-1.060817656,-0.272781683,0.333399835,0,-0.83581028,0,0.798369179
OGDH,-0.878963201,-0.272781683,0.303090759,0,-0.88368294,0,0.811566304
ST3GAL1,-0.939581353,-0.272781683,0.272781683,0,-0.895766873,0,0.814811357
ACAA1,-0.818345049,-0.272781683,0.242472607,0,-0.932343724,0,0.824420541
P4HA1,-0.939581353,-0.272781683,0.242472607,0,-0.978229557,0,0.8360196
PDE4A,-3.515852804,-0.272781683,2.788434982,0,-0.995076714,0,0.840150522
ENTPD8,-1.03050858,-0.272781683,0.303090759,0,-1.030578368,0,0.848630708
BLVRA,-0.788035973,-0.272781683,0.181854455,0,-1.056339195,0,0.854593363
B4GALT1,-0.697108746,-0.272781683,0.181854455,0,-1.057527844,0,0.854864623
SLC11A2,-0.757726897,-0.272781683,0.151545379,0,-1.115922763,0,0.867772401
PISD,-0.818345049,-0.272781683,0.181854455,0,-1.125309372,0,0.86977102
AMPD3,-0.939581353,-0.272781683,0.242472607,0,-1.127308354,0,0.870193934
MGAT1,-0.727417821,-0.272781683,0.181854455,0,-1.144610791,0,0.87381479
GALNT7,-0.818345049,-0.272781683,0.181854455,0,-1.154991099,0,0.875952964
PEPD,-0.788035973,-0.272781683,0.151545379,0,-1.173368984,0,0.879676065
PCBD1,-0.66679967,-0.272781683,0.121236304,0,-1.215456762,0,0.887904035
ATP6V1H,-0.697108746,-0.272781683,0.121236304,0,-1.294147201,0,0.90219271
HEXB,-0.727417821,-0.272781683,0.090927228,0,-1.355755522,-0.034602432,0.912411516
TM7SF2,-0.697108746,-0.272781683,0.090927228,0,-1.427748293,-0.092402984,0.92331784
ATP5MC1,-0.66679967,-0.272781683,0.090927228,0,-1.435756052,-0.097285043,0.924464115
ATP5ME,-0.636490594,-0.272781683,0.060618152,0,-1.455503615,-0.110706987,0.927235055
ATP6V0E1,-0.606181518,-0.272781683,0.030309076,0,-1.626584088,-0.254412632,0.948087269
ATP6V1C1,-0.606181518,-0.272781683,0.030309076,0,-1.632253973,-0.258512202,0.948687002
UQCRQ,-0.575872442,-0.272781683,0,0,-1.827265259,-0.461909253,0.966170052
APRT,-0.575872442,-0.272781683,-0.030309076,-0.030309076,-2.059784595,-0.705557369,0.980290431
P4HB,-0.51525429,-0.272781683,-0.060618152,-0.060618152,-2.268519512,-0.936554761,0.988351219
IVD,-0.939581353,-0.303090759,0.363708911,0,-0.820324734,0,0.793984495
FAH,-1.000199505,-0.303090759,0.363708911,0,-0.82748696,0,0.796019445
SPHK1,-1.091126732,-0.303090759,0.363708911,0,-0.845742682,0,0.801151846
SLC35D2,-1.060817656,-0.303090759,0.363708911,0,-0.846650579,0,0.801405044
SLC6A8,-1.03050858,-0.303090759,0.363708911,0,-0.888973759,0,0.812991409
SLC28A3,-1.515453795,-0.303090759,0.363708911,0,-0.904734806,0,0.817197052
CYP27A1,-0.848654125,-0.303090759,0.303090759,0,-0.908972477,0,0.818317673
EHHADH,-1.303290264,-0.303090759,0.333399835,0,-0.909943164,0,0.818573758
ACE,-0.939581353,-0.303090759,0.333399835,0,-0.928371503,0,0.823392552
MPI,-1.060817656,-0.303090759,0.242472607,0,-1.057957817,0,0.854962663
TMLHE,-1.121435808,-0.303090759,0.272781683,0,-1.119436086,0,0.868522928
COASY,-0.909272277,-0.303090759,0.181854455,0,-1.14191435,0,0.873255188
SLC35A2,-0.788035973,-0.303090759,0.121236304,0,-1.281280662,0,0.899952449
NUDT5,-0.788035973,-0.303090759,0.121236304,0,-1.357143376,-0.036225201,0.912632171
CANT1,-0.697108746,-0.303090759,0.060618152,0,-1.598619688,-0.233964712,0.945047434
ATP6V1E1,-0.66679967,-0.303090759,0.030309076,0,-1.64975759,-0.273562935,0.950503737
PTEN,-0.66679967,-0.303090759,0.030309076,0,-1.684893453,-0.307400033,0.953995435
ESD,-0.697108746,-0.303090759,0.030309076,0,-1.719958045,-0.347151015,0.957279966
PPCS,-0.727417821,-0.303090759,0.030309076,0,-1.737136766,-0.358733658,0.958818483
SLC7A11,-0.727417821,-0.303090759,0.030309076,0,-1.750303484,-0.373075505,0.95996702
NDUFB4,-0.66679967,-0.303090759,0,0,-1.814613867,-0.445073812,0.965208365
TXNRD1,-0.66679967,-0.303090759,0,0,-1.84752475,-0.484306649,0.967664438
COX7C,-0.575872442,-0.303090759,-0.030309076,-0.030309076,-2.086129379,-0.737923334,0.981516547
RDH10,-1.121435808,-0.333399835,0.363708911,0,-0.878312358,0,0.810112884
MGAT5,-1.03050858,-0.333399835,0.363708911,0,-0.881649759,0,0.811016881
SLC4A7,-1.060817656,-0.333399835,0.363708911,0,-0.90180654,0,0.816420178
PMM2,-1.000199505,-0.333399835,0.333399835,0,-0.911149283,0,0.818891639
PLA2G6,-1.000199505,-0.333399835,0.333399835,0,-0.941573933,0,0.82679459
FMO4,-0.969890429,-0.333399835,0.333399835,0,-0.946555124,0,0.82806724
XYLT2,-1.03050858,-0.333399835,0.303090759,0,-0.957897185,0,0.830942697
TDO2,-0.909272277,-0.333399835,0.272781683,0,-0.97376967,0,0.834914542
ITPKB,-1.03050858,-0.333399835,0.303090759,0,-0.977602237,0,0.835864455
TYMP,-3.758325411,-0.333399835,0.333399835,0,-0.979225193,0,0.836265638
PDE11A,-0.909272277,-0.333399835,0.303090759,0,-0.979984596,0,0.836453139
INPP4A,-1.03050858,-0.333399835,0.303090759,0,-1.000860524,0,0.841552878
IMPA1,-1.091126732,-0.333399835,0.303090759,0,-1.002356871,0,0.841914368
PCCA,-3.970488942,-0.333399835,0.424327063,0,-1.027344382,0,0.847870835
NAGLU,-1.000199505,-0.333399835,0.272781683,0,-1.04278936,0,0.85147707
AACS,-0.969890429,-0.333399835,0.212163531,0,-1.165294123,0,0.878050021
ATP6V0D2,-1.151744884,-0.333399835,0.181854455,0,-1.187486066,0,0.882482025
PEMT,-0.969890429,-0.333399835,0.121236304,0,-1.350409933,-0.034225832,0.911557737
BPNT1,-0.878963201,-0.333399835,0.121236304,0,-1.434051204,-0.095037283,0.924221174
SGPP1,-0.818345049,-0.333399835,0.090927228,0,-1.474192407,-0.127263396,0.929785103
MGAT2,-0.848654125,-0.333399835,0.060618152,0,-1.512385983,-0.152922413,0.934782151
ADH5,-0.727417821,-0.333399835,0.030309076,0,-1.747102699,-0.369871117,0.959690237
GSTK1,-0.697108746,-0.333399835,0,0,-1.905524591,-0.548018587,0.971644043
SLC52A2,-0.727417821,-0.333399835,-0.030309076,-0.030309076,-1.960129252,-0.606479663,0.975009657
RDH11,-0.697108746,-0.333399835,-0.030309076,-0.030309076,-2.136013143,-0.794141874,0.983660829
ASAH1,-0.697108746,-0.333399835,-0.030309076,-0.030309076,-2.156478153,-0.819948231,0.984476826
PDXK,-0.697108746,-0.333399835,-0.060618152,-0.060618152,-2.170460417,-0.832391932,0.985014008
UQCRB,-0.636490594,-0.333399835,-0.060618152,-0.060618152,-2.34898012,-1.021628276,0.990587544
MGST1,-0.606181518,-0.333399835,-0.060618152,-0.060618152,-2.444124912,-1.124767964,0.992739801
GAPDH,-0.575872442,-0.333399835,-0.090927228,-0.090927228,-2.498746325,-1.173950769,0.993768325
PGAM1,-1.121435808,-0.363708911,0.454636138,0,-0.832432583,0,0.797417592
PHEX,-1.091126732,-0.363708911,0.424327063,0,-0.835597137,0,0.79830921
CMPK2,-2.576271451,-0.363708911,1.091126732,0,-0.855372841,0,0.803827613
FCSK,-1.151744884,-0.363708911,0.363708911,0,-0.922760487,0,0.821933982
ENO3,-1.121435808,-0.363708911,0.363708911,0,-0.925936252,0,0.822760445
SDHC,-1.121435808,-0.363708911,0.363708911,0,-0.935666232,0,0.825277469
ABCC2,-0.909272277,-0.363708911,0.333399835,0,-0.94315743,0,0.827199808
SLC25A18,-1.060817656,-0.363708911,0.303090759,0,-0.999547548,0,0.841235241
ITPKC,-1.121435808,-0.363708911,0.303090759,0,-1.00815569,0,0.843310137
LHPP,-1.03050858,-0.363708911,0.333399835,0,-1.033512682,0,0.849317981
GNPDA2,-1.151744884,-0.363708911,0.303090759,0,-1.038677908,0,0.850522721
AHCYL2,-1.091126732,-0.363708911,0.272781683,0,-1.048633257,0,0.852826528
HSD17B2,-2.667198679,-0.363708911,0.303090759,0,-1.050361241,0,0.853223971
SARDH,-1.000199505,-0.363708911,0.303090759,0,-1.057873747,0,0.854943497
SMPD2,-1.091126732,-0.363708911,0.242472607,0,-1.104707011,0,0.865356718
ABCB4,-0.878963201,-0.363708911,0.303090759,0,-1.125609266,0,0.869834528
PHYH,-1.03050858,-0.363708911,0.242472607,0,-1.148726975,0,0.874665711
PIGQ,-1.03050858,-0.363708911,0.212163531,0,-1.160724933,0,0.87712311
PIGZ,-3.515852804,-0.363708911,0.272781683,0,-1.216144614,0,0.888035081
P4HA2,-1.121435808,-0.363708911,0.181854455,0,-1.284814769,0,0.90057149
SLC8A1,-0.909272277,-0.363708911,0.181854455,0,-1.30823592,-0.006146147,0.904603349
ACOT7,-0.909272277,-0.363708911,0.121236304,0,-1.396960826,-0.06737395,0.918787324
RDH14,-1.000199505,-0.363708911,0.121236304,0,-1.414228185,-0.07949679,0.921352542
SLC22A5,-1.000199505,-0.363708911,0.121236304,0,-1.419542369,-0.084577292,0.922129523
CHPF,-0.788035973,-0.363708911,0.030309076,0,-1.795148466,-0.42464689,0.963684976
NDUFA1,-0.788035973,-0.363708911,0,0,-1.933907522,-0.574109109,0.97343775
SCP2,-0.757726897,-0.363708911,-0.030309076,-0.030309076,-1.99274319,-0.643420974,0.976855212
ME1,-0.697108746,-0.363708911,-0.060618152,-0.060618152,-2.177768403,-0.837105692,0.985288358
GNS,-0.66679967,-0.363708911,-0.090927228,-0.090927228,-2.442557734,-1.123247008,0.992708202
UST,-1.151744884,-0.394017987,0.394017987,0,-0.954821912,0,0.830166118
ATP6V0A1,-1.121435808,-0.394017987,0.303090759,0,-1.082683279,0,0.860525486
DGAT1,-1.121435808,-0.394017987,0.272781683,0,-1.119349453,0,0.868504457
ADCY7,-1.03050858,-0.394017987,0.272781683,0,-1.122960109,0,0.869272782
INPP4B,-1.212363036,-0.394017987,0.242472607,0,-1.176719189,0,0.880346197
DNMT3A,-1.151744884,-0.394017987,0.242472607,0,-1.203997731,0,0.885704772
DPYD,-1.03050858,-0.394017987,0.181854455,0,-1.312776411,-0.010962722,0.90537085
SLC2A4,-1.03050858,-0.394017987,0.212163531,0,-1.315371662,-0.012436608,0.905807488
IMPDH1,-1.03050858,-0.394017987,0.121236304,0,-1.42091646,-0.086492273,0.922329476
GALNT6,-0.939581353,-0.394017987,0.121236304,0,-1.434057045,-0.095037283,0.924222008
CA12,-1.060817656,-0.394017987,0.121236304,0,-1.467289767,-0.121686754,0.928851377
PLA2G10,-0.909272277,-0.394017987,0.121236304,0,-1.472194089,-0.125168983,0.929515763
PIP5K1C,-3.606780032,-0.394017987,0.121236304,0,-1.598549086,-0.233964712,0.945039585
PLA2G12A,-0.909272277,-0.394017987,0,0,-1.907915598,-0.550122452,0.971798937
FADS1,-0.788035973,-0.394017987,0,0,-1.922918683,-0.563923197,0.972754869
NAGK,-0.848654125,-0.394017987,0,0,-1.931116158,-0.572415996,0.973265655
MSMO1,-0.788035973,-0.394017987,-0.030309076,-0.030309076,-2.073721304,-0.722710174,0.980947399
ATP6V1F,-0.788035973,-0.394017987,-0.060618152,-0.060618152,-2.177076876,-0.837105692,0.985262584
NME7,-1.212363036,-0.424327063,0.363708911,0,-0.988914586,0,0.838647533
ARSA,-1.151744884,-0.424327063,0.333399835,0,-1.01716185,0,0.845461779
NMNAT2,-1.212363036,-0.424327063,0.333399835,0,-1.120109065,0,0.868666356
ACADS,-1.272981188,-0.424327063,0.272781683,0,-1.155831626,0,0.876124983
ECHDC2,-1.151744884,-0.424327063,0.272781683,0,-1.15822137,0,0.876613145
PLCE1,-2.939980362,-0.424327063,0.333399835,0,-1.166238958,0,0.878241077
ASL,-1.091126732,-0.424327063,0.212163531,0,-1.219587554,0,0.888689366
GALNT2,-1.18205396,-0.424327063,0.212163531,0,-1.23267378,0,0.891151251
CDS2,-1.060817656,-0.424327063,0.212163531,0,-1.258584174,0,0.895909717
ST6GAL1,-3.212762045,-0.424327063,0.242472607,0,-1.271880967,0,0.898292292
PNPLA4,-1.18205396,-0.424327063,0.212163531,0,-1.274643193,0,0.898782219
NDST2,-1.03050858,-0.424327063,0.181854455,0,-1.33724041,-0.025750128,0.909427912
SMPD3,-1.091126732,-0.424327063,0.181854455,0,-1.340284196,-0.028961652,0.909923516
AK3,-1.060817656,-0.424327063,0.121236304,0,-1.515797657,-0.155233348,0.935214738
SLC12A7,-1.03050858,-0.424327063,0.090927228,0,-1.526246196,-0.164515149,0.936525719
ACADM,-1.03050858,-0.424327063,0.060618152,0,-1.666675759,-0.29020049,0.952210552
SAT2,-0.878963201,-0.424327063,0,0,-1.902713112,-0.545280037,0.971461005
TPP1,-0.939581353,-0.424327063,0,0,-1.931168258,-0.572415996,0.973268876
PGK1,-0.727417821,-0.424327063,-0.181854455,-0.181854455,-3.112530891,-1.872699371,0.999072547
ABCC1,-1.212363036,-0.454636138,0.363708911,0,-1.024368273,0,0.847169319
SLC4A10,-1.242672112,-0.454636138,0.363708911,0,-1.02973998,0,0.848433959
PLD1,-1.121435808,-0.454636138,0.363708911,0,-1.064049012,0,0.856346751
GPAT3,-1.18205396,-0.454636138,0.333399835,0,-1.092051472,0,0.862594761
GAMT,-1.272981188,-0.454636138,0.272781683,0,-1.164276906,0,0.877844094
MAN1B1,-1.151744884,-0.454636138,0.212163531,0,-1.259157619,0,0.896013297
DGKQ,-1.18205396,-0.454636138,0.212163531,0,-1.302440118,0,0.903617012
PIP4K2B,-1.151744884,-0.454636138,0.212163531,0,-1.309098099,-0.006598196,0.904749438
PLCB1,-1.18205396,-0.454636138,0.181854455,0,-1.348399854,-0.034050376,0.911235095
CA13,-3.637089107,-0.454636138,0.181854455,0,-1.469636017,-0.122641977,0.92916982
MAN2A2,-1.121435808,-0.454636138,0.121236304,0,-1.530929593,-0.168201071,0.937106603
GCH1,-1.000199505,-0.454636138,0.030309076,0,-1.786283996,-0.414643204,0.962973357
HMGCS1,-0.818345049,-0.454636138,-0.121236304,-0.121236304,-2.624272378,-1.324287155,0.995658284
LDHA,-0.788035973,-0.454636138,-0.151545379,-0.151545379,-2.893043402,-1.633738884,0.998092357
PPA1,-0.788035973,-0.454636138,-0.151545379,-0.151545379,-2.9042621,-1.644281082,0.998159401
FMO5,-1.272981188,-0.484945214,0.272781683,0,-1.207843907,0,0.886446346
GALK1,-1.151744884,-0.484945214,0.181854455,0,-1.357936899,-0.036225201,0.912758146
ADCY5,-1.151744884,-0.484945214,0.181854455,0,-1.378065099,-0.05462844,0.915908405
RDH16,-1.333599339,-0.484945214,0.181854455,0,-1.404868906,-0.071931798,0.919969868
PYGL,-3.637089107,-0.484945214,0.151545379,0,-1.514779925,-0.154986976,0.935085927
CPT1B,-2.87936221,-0.484945214,0.121236304,0,-1.532257662,-0.168201071,0.937270568
ST3GAL2,-2.606580527,-0.484945214,0.121236304,0,-1.535834325,-0.171579237,0.937710491
SLC35C1,-1.151744884,-0.484945214,0.121236304,0,-1.564653157,-0.20262692,0.941167871
ALOX5,-2.091326237,-0.484945214,0.090927228,0,-1.600962399,-0.235024489,0.945307376
UCP2,-0.939581353,-0.484945214,-0.030309076,-0.030309076,-2.019066149,-0.668838792,0.978259828
SLC25A12,-1.242672112,-0.51525429,0.181854455,0,-1.400831897,-0.070583617,0.919367826
PFKM,-1.272981188,-0.51525429,0.121236304,0,-1.498574214,-0.140929977,0.933007937
ABCC3,-1.212363036,-0.51525429,0.121236304,0,-1.526609619,-0.164623141,0.936570943
TCIRG1,-4.122034322,-0.51525429,0.090927228,0,-1.666908064,-0.29020049,0.952233656
HEXA,-1.03050858,-0.51525429,-0.090927228,-0.090927228,-2.271056149,-0.938872973,0.98842821
CYP1B1,-0.939581353,-0.51525429,-0.121236304,-0.121236304,-2.507062712,-1.184996635,0.993913044
SLC16A7,-3.121834817,-0.545563366,2.818744058,0,-1.092289415,0,0.862647044
KMO,-1.303290264,-0.545563366,0.212163531,0,-1.392096213,-0.065267998,0.918053368
FUT3,-1.242672112,-0.545563366,0.181854455,0,-1.395216185,-0.066435505,0.918524671
TRDMT1,-3.424925576,-0.545563366,2.242871616,0,-1.40755694,-0.075609171,0.920368847
MGAT4A,-1.333599339,-0.545563366,0.181854455,0,-1.415947308,-0.081333327,0.921604534
DEGS2,-1.212363036,-0.545563366,0.181854455,0,-1.440824967,-0.10084227,0.925182931
INPP5A,-1.18205396,-0.545563366,0.151545379,0,-1.475506894,-0.128212479,0.929961842
ACP2,-1.242672112,-0.545563366,0.151545379,0,-1.492989927,-0.136387907,0.932280088
SGSH,-1.242672112,-0.545563366,0.121236304,0,-1.585718044,-0.223656954,0.943598358
CYP4F11,-1.333599339,-0.545563366,0.121236304,0,-1.588110158,-0.224022333,0.943869284
B3GALT4,-3.667398183,-0.545563366,0.151545379,0,-1.640117666,-0.265962053,0.949509648
PLCD1,-1.606381022,-0.545563366,0.090927228,0,-1.674050906,-0.295065358,0.952939702
ALDH3B2,-0.969890429,-0.545563366,-0.151545379,-0.151545379,-2.653745249,-1.360497793,0.996019805
OXSM,-1.333599339,-0.575872442,0.212163531,0,-1.367119255,-0.043398976,0.914206036
SLC2A11,-1.272981188,-0.575872442,0.151545379,0,-1.513587857,-0.153574518,0.934934799
SLC17A5,-1.363908415,-0.575872442,0.151545379,0,-1.532698324,-0.168201071,0.937324899
MGST2,-1.272981188,-0.575872442,0.121236304,0,-1.562510178,-0.202561588,0.940916075
ETHE1,-1.303290264,-0.575872442,0.121236304,0,-1.582991092,-0.220676608,0.943288253
UAP1L1,-1.272981188,-0.575872442,0.090927228,0,-1.612399753,-0.242066432,0.946562511
B3GNT3,-2.636889603,-0.575872442,0.090927228,0,-1.652801065,-0.276297549,0.950814321
LIPA,-1.060817656,-0.575872442,-0.151545379,-0.151545379,-2.689550549,-1.402921668,0.996422584
PIK3R3,-1.03050858,-0.575872442,-0.242472607,-0.242472607,-3.316392155,-2.102182591,0.999544061
ALDH2,-2.87936221,-0.606181518,0.121236304,0,-1.574028945,-0.211597413,0.942259621
SLC26A1,-2.758125907,-0.606181518,0.151545379,0,-1.619573055,-0.249911078,0.947337989
SLC6A14,-1.363908415,-0.606181518,0.090927228,0,-1.658616866,-0.280082714,0.951403489
HS2ST1,-1.394217491,-0.606181518,0.030309076,0,-1.852204419,-0.489535975,0.968001763
SLC12A4,-3.364307424,-0.606181518,-0.030309076,-0.030309076,-2.019707684,-0.668838792,0.978293141
PLPP2,-1.303290264,-0.606181518,-0.060618152,-0.060618152,-2.174250701,-0.836062147,0.985156844
ADCY1,-1.424526567,-0.636490594,0.242472607,0,-1.37538711,-0.053910546,0.915494268
UXS1,-1.303290264,-0.636490594,-0.030309076,-0.030309076,-2.018789359,-0.668838792,0.978245441
AMDHD2,-1.303290264,-0.636490594,-0.151545379,-0.151545379,-2.495844151,-1.171928147,0.99371711
GLUL,-1.151744884,-0.636490594,-0.242472607,-0.242472607,-3.144812532,-1.910242953,0.999169034
CEPT1,-1.363908415,-0.66679967,0.090927228,0,-1.643686689,-0.269244603,0.949879532
SDR16C5,-1.454835643,-0.66679967,0.030309076,0,-1.824746496,-0.458117862,0.965980353
FUT1,-1.363908415,-0.66679967,0.030309076,0,-1.85060453,-0.487563232,0.967886766
ATP6V1G1,-0.969890429,-0.66679967,-0.394017987,-0.394017987,-4.878243195,-3.821940523,0.999999465
FUCA1,-1.394217491,-0.697108746,0,0,-1.958171133,-0.603656252,0.974895032
SAT1,-1.091126732,-0.697108746,-0.333399835,-0.333399835,-4.050204878,-2.915093976,0.999974414
XDH,-3.333998349,-0.727417821,-0.121236304,-0.121236304,-2.23531132,-0.897993238,0.987301541
ATP1B1,-1.242672112,-0.727417821,-0.212163531,-0.212163531,-2.713617617,-1.429625005,0.996672353
CSGALNACT1,-3.424925576,-0.757726897,-0.151545379,-0.151545379,-2.291876198,-0.963287385,0.989043606
CTSA,-1.121435808,-0.757726897,-0.394017987,-0.394017987,-4.348021653,-3.22760351,0.999993131
RDH13,-1.515453795,-0.818345049,-0.181854455,-0.181854455,-2.439596534,-1.119920461,0.992648163
ALAD,-1.485144719,-0.848654125,-0.151545379,-0.151545379,-2.312703711,-0.984951832,0.989630533
GLRX,-1.394217491,-0.878963201,-0.484945214,-0.484945214,-4.291663788,-3.165984027,0.999991133
NAMPT,-1.363908415,-0.878963201,-0.454636138,-0.454636138,-4.417764149,-3.306066919,0.999995014
HGD,-1.909471781,-0.909272277,-0.151545379,-0.151545379,-2.374686728,-1.051350371,0.991218075
PAPSS2,-1.727617326,-0.969890429,-0.424327063,-0.424327063,-3.516990875,-2.333933845,0.999781766
ATP6V1C2,-1.818544554,-1.000199505,-0.181854455,-0.181854455,-2.423682536,-1.101011274,0.992317985
ACOT8,-1.69730825,-1.03050858,-0.363708911,-0.363708911,-2.875281577,-1.614968361,0.997981663
GBE1,-1.757926402,-1.091126732,-0.394017987,-0.394017987,-3.062180728,-1.82166408,0.998901346
KYNU,-1.788235478,-1.121435808,-0.454636138,-0.454636138,-3.38463697,-2.188276978,0.999643638
SOD2,-1.788235478,-1.18205396,-0.697108746,-0.697108746,-5.249938543,-4.239108193,0.999999924
STS,-2.091326237,-1.303290264,-0.51525429,-0.51525429,-3.289599053,-2.072380959,0.999498349
AKR1C1,-2.727816831,-1.69730825,0.545563366,0,-1.485747168,-0.133506949,0.931326995
CD36,-3.455234652,-2.849053134,-0.697108746,-0.697108746,-3.290552607,-2.0727913,0.999500046
HSD17B1,-3.515852804,-2.909671286,-0.697108746,-0.697108746,-2.764072801,-1.487096846,0.99714576
SLC2A13,-3.515852804,-2.939980362,2.394416996,0,-0.814328519,0,0.792271612
DGKG,-3.424925576,-2.939980362,2.606580527,0,-0.968042981,0,0.833488548
STRA6,-3.485543728,-2.939980362,0.697108746,0,-1.224509557,0,0.889619968
SLC27A1,-3.637089107,-2.939980362,-0.575872442,-0.575872442,-3.104537863,-1.867517554,0.999047117
SLC52A1,-3.606780032,-2.970289438,-1.757926402,-1.757926402,-2.848542829,-1.584023811,0.997804003
CYP2E1,-3.515852804,-3.000598514,-0.090927228,-0.090927228,-2.116698698,-0.774919532,0.982857286
PPOX,-3.667398183,-3.061216665,-0.121236304,-0.121236304,-2.149572965,-0.811892761,0.984205496
SLC4A8,-3.637089107,-3.061216665,-0.484945214,-0.484945214,-2.383873622,-1.061096732,0.991434258
SLC25A27,-3.606780032,-3.061216665,-0.575872442,-0.575872442,-2.882011943,-1.622726581,0.998024276
MAOB,-3.54616188,-3.091525741,0.454636138,0,-1.060194716,0,0.855471988
ARSB,-3.697707259,-3.091525741,0.060618152,0,-1.89722164,-0.539359114,0.971100654
LIPG,-3.667398183,-3.091525741,-1.091126732,-1.091126732,-2.417894515,-1.095557012,0.992194699
OPLAH,-3.697707259,-3.121834817,-1.788235478,-1.788235478,-2.462659059,-1.140062842,0.993104451
CA2,-3.697707259,-3.152143893,-0.030309076,-0.030309076,-1.985367429,-0.636913168,0.976448196
PGGHG,-3.758325411,-3.182452969,0.394017987,0,-1.364281493,-0.041381391,0.913760506
ENTPD1,-3.758325411,-3.182452969,-2.303489768,-2.303489768,-2.88813306,-1.629062226,0.998062321
PAH,-3.667398183,-3.212762045,-0.394017987,-0.394017987,-2.778769436,-1.501955352,0.997271738
PDE9A,-3.879561715,-3.212762045,-2.455035148,-2.455035148,-3.659132581,-2.490136635,0.999873465
DGKA,-3.909870791,-3.243071121,-1.000199505,-1.000199505,-2.58037597,-1.275386073,0.99506536
ACE2,-3.728016335,-3.243071121,-0.51525429,-0.51525429,-2.955441624,-1.700946408,0.998438891
AQP3,-3.818943563,-3.273380197,-0.51525429,-0.51525429,-2.784735538,-1.507472911,0.99732143
RBKS,-3.728016335,-3.303689273,1.03050858,0,-0.404631891,0,0.657125943
INPP5J,-3.818943563,-3.333998349,0.484945214,0,-1.018245692,0,0.845719395
DOT1L,-3.909870791,-3.333998349,-0.303090759,-0.303090759,-2.167292544,-0.830027608,0.984893723
KYAT1,-3.940179866,-3.333998349,-2.394416996,-2.394416996,-3.502814313,-2.320899382,0.999769815
VNN3,-4.000798018,-3.364307424,-2.485344223,-2.485344223,-3.256553029,-2.033649834,0.999436131
GSTA1,-3.818943563,-3.364307424,-2.424726072,-2.424726072,-4.036500352,-2.899130143,0.999972873
ST6GALNAC6,-3.879561715,-3.424925576,0.212163531,0,-1.382513248,-0.058259981,0.916592917
SULT1A2,-4.000798018,-3.424925576,0.090927228,0,-1.76276875,-0.388701718,0.96103025
GCNT1,-3.970488942,-3.424925576,-1.18205396,-1.18205396,-2.386713485,-1.062642161,0.991500133
B4GALT6,-3.879561715,-3.424925576,-0.303090759,-0.303090759,-2.568074253,-1.259821561,0.994886738
INPP5E,-3.909870791,-3.485543728,0.394017987,0,-1.103846827,0,0.865170206
GANC,-4.000798018,-3.515852804,-0.242472607,-0.242472607,-2.16531814,-0.829869765,0.984818335
ADHFE1,-4.091725246,-3.54616188,0.575872442,0,-1.442386763,-0.101036129,0.925403352
DMGDH,-4.000798018,-3.54616188,-2.788434982,-2.788434982,-5.083724865,-4.047360907,0.999999815
C1GALT1,-4.122034322,-3.606780032,-2.394416996,-2.394416996,-3.181287361,-1.952630155,0.999266889
HSD11B2,-4.122034322,-3.606780032,-2.697507755,-2.697507755,-3.718094504,-2.553600506,0.999899634
PIP5K1B,-4.455434157,-3.667398183,-0.272781683,-0.272781683,-2.617285203,-1.317166412,0.995568387
CP,-4.21296155,-3.728016335,-2.939980362,-2.939980362,-3.556148098,-2.373938395,0.999811834
