abbreviation,fullName,chargedFormula
pydam_c,pyridoxaminium(1+),C8H13N2O2
pydam_e,pyridoxaminium(1+),C8H13N2O2
pydx5p_c,pyridoxal 5'-phosphate(2-),C8H8NO6P
pydx5p_e,pyridoxal 5'-phosphate(2-),C8H8NO6P
pydx5p_m,pyridoxal 5'-phosphate(2-),C8H8NO6P
pydx_c,pyridoxal,C8H9NO3
pydx_e,pyridoxal,C8H9NO3
pydxn_c,pyridoxine,C8H11NO3
pydxn_e,pyridoxine,C8H11NO3
pylald_c,perillyl aldehyde,C10H14O
pylald_m,perillyl aldehyde,C10H14O
pyr_c,pyruvate,C3H3O3
pyr_e,pyruvate,C3H3O3
pyr_m,pyruvate,C3H3O3
pyr_x,pyruvate,C3H3O3
q10_c,coenzyme Q10,C59H90O4
q10_e,coenzyme Q10,C59H90O4
q10_m,coenzyme Q10,C59H90O4
q10h2_c,ubiquinol-10,C59H92O4
q10h2_e,ubiquinol-10,C59H92O4
q10h2_m,ubiquinol-10,C59H92O4
quln_c,quinolinate(2-),C7H3NO4
r1p_c,alpha-D-ribose 1-phosphate(2-),C5H9O8P
r5p_c,alpha-D-ribofuranose 5-phosphate,C5H9O8P
r5p_m,alpha-D-ribofuranose 5-phosphate,C5H9O8P
r5p_r,alpha-D-ribofuranose 5-phosphate,C5H9O8P
rbl_D_c,D-ribulose,C5H10O5
rbt_c,D-ribitol,C5H12O5
rbt_e,D-ribitol,C5H12O5
retfa_c,fatty acid retinol,C36H60O2
retfa_e,fatty acid retinol,C36H60O2
retinal_11_cis_c,11-cis-retinal,C20H28O
retinal_c,retinal,C20H28O
retinal_cis_13_c,13-cis-retinal,C20H28O
retinal_cis_13_r,13-cis-retinal,C20H28O
retinal_cis_9_c,all-trans-retinal,C20H28O
retinal_cis_9_r,all-trans-retinal,C20H28O
retinal_r,retinal,C20H28O
retinol_9_cis_c,all-trans-retinol,C20H30O
retinol_9_cis_e,all-trans-retinol,C20H30O
retinol_c,retinol,C20H30O
retinol_cis_11_c,11-cis-retinol,C20H30O
retinol_cis_11_e,11-cis-retinol,C20H30O
retinol_cis_13_c,13-cis-retinol,C20H30O
retinol_e,retinol,C20H30O
retinol_r,retinol,C20H30O
retn_c,all-trans-retinoate,C20H27O2
retn_e,all-trans-retinoate,C20H27O2
retn_n,all-trans-retinoate,C20H27O2
retn_r,all-trans-retinoate,C20H27O2
retncoa_c,retinoyl CoA,C41H58N7O17P3S
retnglc_c,1-O-all-trans-retinoyl-beta-glucuronic acid,C26H35O8
retnglc_e,1-O-all-trans-retinoyl-beta-glucuronic acid,C26H35O8
retnglc_r,1-O-all-trans-retinoyl-beta-glucuronic acid,C26H35O8
rib_D_c,D-ribose,C5H10O5
rib_D_e,D-ribose,C5H10O5
ribflv_c,riboflavin,C17H20N4O6
ribflv_e,riboflavin,C17H20N4O6
rnam_c,N-ribosylnicotinamide,C11H15N2O5
ru5p_D_c,D-ribulose 5-phosphate(2-),C5H9O8P
ru5p_D_r,D-ribulose 5-phosphate(2-),C5H9O8P
s2l2fn2m2masn_e,PA6,C94H150N8O67
s2l2fn2m2masn_g,PA6,C94H150N8O67
s2l2fn2m2masn_l,PA6,C94H150N8O67
s2l2n2m2m_c,de-Fuc form of PA6 (w/o peptide linkage),C84H136N6O62
s2l2n2m2m_l,de-Fuc form of PA6 (w/o peptide linkage),C84H136N6O62
s2l2n2m2masn_e,de-Fuc form of PA6,C88H140N8O63
s2l2n2m2masn_l,de-Fuc form of PA6,C88H140N8O63
s2l2n2m2mn_c,"de-Fuc, reducing GlcNAc removed form of PA6 (w/o peptide linkage)",C76H123N5O57
s2l2n2m2mn_l,"de-Fuc, reducing GlcNAc removed form of PA6 (w/o peptide linkage)",C76H123N5O57
s7p_c,sedoheptulose 7-phosphate(2-),C7H13O10P
sT_antigen_g,sialyl-T antigen,C72H116N11O48
sTn_antigen_g,sialyl-Tn antigen,C66H106N11O43
saccrp_L_m,L-saccharopinate(1-),C11H19N2O6
sarcs_c,sarcosine,C3H7NO2
sarcs_e,sarcosine,C3H7NO2
sarcs_m,sarcosine,C3H7NO2
sarcs_x,sarcosine,C3H7NO2
sbcoa_c,suberylcoa,C29H43N7O19P3S
sbcoa_x,suberylcoa,C29H43N7O19P3S
sbt_D_c,sorbitol,C6H14O6
sbt_D_e,sorbitol,C6H14O6
seahcys_c,L-adenosylselenohomocysteine,C14H20N6O5Se
seahcys_n,L-adenosylselenohomocysteine,C14H20N6O5Se
seasmet_c,L-adenosylselenomethionine,C15H23N6O5Se
seasmet_n,L-adenosylselenomethionine,C15H23N6O5Se
sebacid_c,sebacic acid,C10H16O4
sebacid_x,sebacic acid,C10H16O4
sebcoa_c,sebacoylcoa,C31H47N7O19P3S
sebcoa_x,sebacoylcoa,C31H47N7O19P3S
sel_c,selenate,O4Se
sel_e,selenate,O4Se
selcys_c,selenocysteine,C3H7NO2Se
selcyst_c,selenocystathionine,C7H14N2O4Se
selhcys_c,Se-methylselenocysteine,C4H9NO2Se
selhcys_n,Se-methylselenocysteine,C4H9NO2Se
selhcys_r,Se-methylselenocysteine,C4H9NO2Se
selmeth_c,selenomethionine,C5H11NO2Se
selmeth_n,selenomethionine,C5H11NO2Se
selmeth_r,selenomethionine,C5H11NO2Se
seln_c,selenide,HSe
selnp_c,selenophosphate,O3PSe
ser_D_c,D-serine,C3H7NO3
ser_D_e,D-serine,C3H7NO3
ser_L_c,L-serine,C3H7NO3
ser_L_e,L-serine,C3H7NO3
ser_L_g,L-serine,C3H7NO3
ser_L_l,L-serine,C3H7NO3
ser_L_m,L-serine,C3H7NO3
ser_L_r,L-serine,C3H7NO3
ser_L_x,L-serine,C3H7NO3
sgalside_hs_c,sulfatide galactocerebroside,C40H76NO11S
sgalside_hs_g,sulfatide galactocerebroside,C40H76NO11S
sgalside_hs_l,sulfatide galactocerebroside,C40H76NO11S
sl_L_c,(S)-3-sulfonatolactate(2-),C3H4O6S
sl_L_e,(S)-3-sulfonatolactate(2-),C3H4O6S
sl_L_m,(S)-3-sulfonatolactate(2-),C3H4O6S
slfcys_c,S-sulfo-L-cysteine,C3H8NO5S2
slfcys_e,S-sulfo-L-cysteine,C3H8NO5S2
so3_c,hydrogensulfite,O3S
so3_e,hydrogensulfite,O3S
so3_l,hydrogensulfite,O3S
so3_m,hydrogensulfite,O3S
so3_n,hydrogensulfite,O3S
so4_c,sulfate,O4S
so4_e,sulfate,O4S
so4_g,sulfate,O4S
so4_l,sulfate,O4S
so4_m,sulfate,O4S
so4_r,sulfate,O4S
spc_hs_c,sphingosylphosphocholine acid,C23H50N2O5P
spc_hs_e,sphingosylphosphocholine acid,C23H50N2O5P
sph1p_c,sphinganine 1-phosphate(1-),C18H39NO5P
sph1p_e,sphinganine 1-phosphate(1-),C18H39NO5P
sph1p_r,sphinganine 1-phosphate(1-),C18H39NO5P
sphgn_c,sphinganine(1+),C18H40NO2
sphgn_r,sphinganine(1+),C18H40NO2
sphings_c,sphingosine(1+),C18H38NO2
sphings_l,sphingosine(1+),C18H38NO2
sphings_r,sphingosine(1+),C18H38NO2
sphmyln_hs_c,sphingomyelin d18:1(1+),C39H80N2O6P
sphmyln_hs_g,sphingomyelin d18:1(1+),C39H80N2O6P
sphmyln_hs_l,sphingomyelin d18:1(1+),C39H80N2O6P
sphs1p_c,sphingosine 1-phosphate(1-),C18H37NO5P
sphs1p_e,sphingosine 1-phosphate(1-),C18H37NO5P
sphs1p_r,sphingosine 1-phosphate(1-),C18H37NO5P
spmd_c,spermidine(3+),C7H22N3
spmd_e,spermidine(3+),C7H22N3
spmd_x,spermidine(3+),C7H22N3
sprm_c,spermine(4+),C10H30N4
sprm_e,spermine(4+),C10H30N4
sprm_x,spermine(4+),C10H30N4
sql_r,squalene,C30H50
srb_L_c,L-sorbose,C6H12O6
srtn_c,serotonin(1+),C10H13N2O
srtn_e,serotonin(1+),C10H13N2O
ocdca_c,stearate,C18H35O2
ocdca_e,stearate,C18H35O2
ocdca_m,stearate,C18H35O2
ocdca_x,stearate,C18H35O2
stcoa_c,stearoyl-CoA(4-),C39H66N7O17P3S
stcoa_m,stearoyl-CoA(4-),C39H66N7O17P3S
stcoa_n,stearoyl-CoA(4-),C39H66N7O17P3S
stcoa_r,stearoyl-CoA(4-),C39H66N7O17P3S
stcoa_x,stearoyl-CoA(4-),C39H66N7O17P3S
stcrn_c,stearoylcarnitine,C25H49NO4
stcrn_m,stearoylcarnitine,C25H49NO4
strch1_e,"starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})",C66H112O56
strch2_e,"starch, structure 2 (1,6-{2[1,4-Glc], [1,4-Glc]})",C18H32O16
strdnc_c,"all-cis-octadeca-6,9,12,15-tetraenoic acid",C18H27O2
strdnc_e,"all-cis-octadeca-6,9,12,15-tetraenoic acid",C18H27O2
strdnc_r,"all-cis-octadeca-6,9,12,15-tetraenoic acid",C18H27O2
strdnccoa_c,"(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA(4-)",C39H58N7O17P3S
strdnccoa_m,"(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA(4-)",C39H58N7O17P3S
strdnccoa_x,"(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA(4-)",C39H58N7O17P3S
strdnccrn_c,stearidonyl carnitine,C25H41NO4
strdnccrn_m,stearidonyl carnitine,C25H41NO4
subeac_c,suberic acid,C8H12O4
subeac_x,suberic acid,C8H12O4
succ_c,succinate(2-),C4H4O4
succ_e,succinate(2-),C4H4O4
succ_m,succinate(2-),C4H4O4
succ_r,succinate(2-),C4H4O4
succ_x,succinate(2-),C4H4O4
succoa_c,succinyl-CoA(5-),C25H35N7O19P3S
succoa_m,succinyl-CoA(5-),C25H35N7O19P3S
succoa_x,succinyl-CoA(5-),C25H35N7O19P3S
sucr_e,sucrose,C12H22O11
sucsal_m,4-oxobutanoate,C4H5O3
t2m26dcoa_m,"trans-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA",C31H46N7O17P3S
t2m26dcoa_x,"trans-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA",C31H46N7O17P3S
tag1p_D_c,D-Tagatose 1-phosphate,C6H11O9P
tag_hs_c,triglyceride,C51H98O6
tag_hs_e,triglyceride,C51H98O6
tagat_D_c,D-tagatose,C6H12O6
tagat_D_e,D-tagatose,C6H12O6
taur_c,taurine,C2H7NO3S
taur_e,taurine,C2H7NO3S
taur_x,taurine,C2H7NO3S
taxol_c,paclitaxel,C47H51NO14
taxol_e,paclitaxel,C47H51NO14
tchola_c,taurocholate,C26H45NO7S
tchola_e,taurocholate,C26H45NO7S
tchola_x,taurocholate,C26H45NO7S
tcynt_c,thiocyanate,CNS
tcynt_e,thiocyanate,CNS
tcynt_l,thiocyanate,CNS
tcynt_m,thiocyanate,CNS
tcynt_n,thiocyanate,CNS
ttdca_c,myristate,C14H27O2
ttdca_e,myristate,C14H27O2
tdchola_c,taurochenodeoxycholate,C26H45NO6S
tdchola_e,taurochenodeoxycholate,C26H45NO6S
tdchola_x,taurochenodeoxycholate,C26H45NO6S
tdcoa_c,myristoyl-CoA(4-),C35H58N7O17P3S
tdcoa_m,myristoyl-CoA(4-),C35H58N7O17P3S
tdcoa_x,myristoyl-CoA(4-),C35H58N7O17P3S
ttdcrn_e,O-tetradecanoyl-L-carnitine,C21H41NO4
tddedi2coa_m,"(2-trans,6-cis)-dodeca-2,6-dienoyl-CoA",C33H54N7O17P3S
tddedicoa_m,"(3Z,6Z)-dodecadienoyl-CoA(4-)",C33H50N7O17P3S
tdeACP_c,trans-Tetradec-2-enoyl-[acp],C14H25OSR
tdec4ecoa_m,trans4decenoylcoa,C31H48N7O17P3S
tdechola_e,taurodeoxycholate,C26H44NO6S
tetd7ecoa_m,7-tetradecenoylcoa,C35H56N7O17P3S
tetde5coa_x,5-tetradecenoylcoa,C35H56N7O17P3S
tetdec2coa_c,tetradecadienoylcoa,C35H54N7O17P3S
tetdec2crn_c,tetradecadienoyl carnitine,C21H37NO4
tetdec2crn_e,tetradecadienoyl carnitine,C21H37NO4
tetdecdicoa_m,"(3E,5Z)-tetradecadienoyl-CoA(4-)",C35H54N7O17P3S
tetdecdicoa_x,"(3E,5Z)-tetradecadienoyl-CoA(4-)",C35H54N7O17P3S
tetdece1coa_c,trans-tetradec-2-enoyl-CoA(4-),C35H56N7O17P3S
tetdece1crn_c,tetradecenoyl carnitine,C21H39NO4
tetdece1crn_e,tetradecenoyl carnitine,C21H39NO4
tethex3_c,"(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoate",C24H35O2
tethex3_e,"(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoate",C24H35O2
tethex3coa_c,"(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA(4-)",C45H66N7O17P3S
tethex3coa_x,"(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA(4-)",C45H66N7O17P3S
tetpent3_c,"(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoate",C24H37O2
tetpent3_e,"(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoate",C24H37O2
tetpent3coa_c,"(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA",C45H68N7O17P3S
tetpent3coa_m,"(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA",C45H68N7O17P3S
tetpent3coa_x,"(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA",C45H68N7O17P3S
tetpent3crn_c,tetracosapentaenoyl carnitine,C31H51NO4
tetpent3crn_m,tetracosapentaenoyl carnitine,C31H51NO4
tetpent6_c,"tetracosapentaenoic acid, n-6",C24H37O2
tetpent6_e,"tetracosapentaenoic acid, n-6",C24H37O2
tetpent6coa_c,"(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA(4-)",C45H68N7O17P3S
tetpent6coa_m,"(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA(4-)",C45H68N7O17P3S
tetpent6coa_x,"(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA(4-)",C45H68N7O17P3S
tetpent6crn_c,tetracosapentaenoyl carnitine,C31H51NO4
tetpent6crn_m,tetracosapentaenoyl carnitine,C31H51NO4
tettet6_c,tetracosatetraenoic acid n-6,C24H39O2
tettet6_e,tetracosatetraenoic acid n-6,C24H39O2
tettet6coa_c,tetracosatetraenoyl coenzyme A,C45H70N7O17P3S
tettet6coa_m,tetracosatetraenoyl coenzyme A,C45H70N7O17P3S
tettet6coa_x,tetracosatetraenoyl coenzyme A,C45H70N7O17P3S
tettet6crn_c,Tetracosatetraenoyl carnitine,C31H53NO4
tettet6crn_m,Tetracosatetraenoyl carnitine,C31H53NO4
thbpt4acam_c,4a-hydroxytetrahydrobiopterin,C9H15N5O4
thbpt4acam_n,4a-hydroxytetrahydrobiopterin,C9H15N5O4
thbpt_c,"5,6,7,8-tetrahydrobiopterin",C9H15N5O3
thbpt_n,"5,6,7,8-tetrahydrobiopterin",C9H15N5O3
thcholoylcoa_x,"3alpha,7alpha,24-trihydroxy-5beta-cholestan-26-oyl-CoA",C48H76N7O20P3S
thcholst_c,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-al",C27H46O4
thcholst_m,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-al",C27H46O4
thcholstoic_c,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oic acid",C27H45O5
thcholstoic_m,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oic acid",C27H45O5
thcholstoic_r,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oic acid",C27H45O5
thcholstoic_x,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oic acid",C27H45O5
thcrm_hs_c,trihexosyl ceramide,C52H97NO18
thcrm_hs_g,trihexosyl ceramide,C52H97NO18
thcys_c,3-disulfanyl-L-alanine,C3H7NO2S2
thexddcoa_m,"trans7,10-hexadecadienoylcoa",C37H58N7O17P3S
thf_c,"(6S)-5,6,7,8-tetrahydrofolate(2-)",C19H21N7O6
thf_e,"(6S)-5,6,7,8-tetrahydrofolate(2-)",C19H21N7O6
thf_l,"(6S)-5,6,7,8-tetrahydrofolate(2-)",C19H21N7O6
thf_m,"(6S)-5,6,7,8-tetrahydrofolate(2-)",C19H21N7O6
thf_n,"(6S)-5,6,7,8-tetrahydrofolate(2-)",C19H21N7O6
thf_r,"(6S)-5,6,7,8-tetrahydrofolate(2-)",C19H21N7O6
thm_c,thiamine(1+),C12H17N4OS
thm_e,thiamine(1+),C12H17N4OS
thm_m,thiamine(1+),C12H17N4OS
thmmp_c,thiamine(1+) monophosphate(2-),C12H16N4O4PS
thmmp_e,thiamine(1+) monophosphate(2-),C12H16N4O4PS
thmmp_m,thiamine(1+) monophosphate(2-),C12H16N4O4PS
thmpp_c,thiamine(1+) diphosphate(1-),C12H16N4O7P2S
thmpp_m,thiamine(1+) diphosphate(1-),C12H16N4O7P2S
thmtp_c,thiamine(1+) triphosphate(4-),C12H16N4O10P3S
thmtp_e,thiamine(1+) triphosphate(4-),C12H16N4O10P3S
thp2c_c,1-piperideine-6-carboxylate,C6H8NO2
thp2c_x,1-piperideine-6-carboxylate,C6H8NO2
thr_L_c,L-threonine,C4H9NO3
thr_L_e,L-threonine,C4H9NO3
thr_L_l,L-threonine,C4H9NO3
thr_L_m,L-threonine,C4H9NO3
thrnt_c,L-threonate,C4H7O5
thym_c,thymine,C5H6N2O2
thym_e,thymine,C5H6N2O2
thym_m,thymine,C5H6N2O2
thymd_c,thymidine,C10H14N2O5
thymd_e,thymidine,C10H14N2O5
thymd_l,thymidine,C10H14N2O5
thymd_m,thymidine,C10H14N2O5
thyox_L_c,L-thyroxine,C15H11I4NO4
thyox_L_e,L-thyroxine,C15H11I4NO4
thyox_L_r,L-thyroxine,C15H11I4NO4
tmlys_c,"N(6),N(6),N(6)-trimethyl-L-lysine",C9H21N2O2
tmlys_r,"N(6),N(6),N(6)-trimethyl-L-lysine",C9H21N2O2
tmndnc_c,"all-cis-5,8,11,14,17-icosapentaenoate",C20H29O2
tmndnc_e,"all-cis-5,8,11,14,17-icosapentaenoate",C20H29O2
tmndnccoa_c,"(5Z,8Z,11Z,14Z,17Z)-icosapentaenoyl-CoA(4-)",C41H60N7O17P3S
tmndnccoa_m,"(5Z,8Z,11Z,14Z,17Z)-icosapentaenoyl-CoA(4-)",C41H60N7O17P3S
tmndnccoa_x,"(5Z,8Z,11Z,14Z,17Z)-icosapentaenoyl-CoA(4-)",C41H60N7O17P3S
tmndnccrn_c,Timnodonyl carnitine,C27H43NO4
tmndnccrn_m,Timnodonyl carnitine,C27H43NO4
tmtrdcoa_x,"4,8,12-trimethyltridecanoyl-CoA(4-)",C37H62N7O17P3S
tmuncoa_x,"2,6,10-trimethyl undecanoylcoa",C35H58N7O17P3S
tolbutamide_c,tolbutamide,C12H18N2O3S
tolbutamide_e,tolbutamide,C12H18N2O3S
trdox_c,thioredoxin disulfide,C6H8N2O2S2R4
trdox_m,thioredoxin disulfide,C6H8N2O2S2R4
trdox_n,thioredoxin disulfide,C6H8N2O2S2R4
trdrd_c,thioredoxin,C6H10N2O2S2R4
trdrd_m,thioredoxin,C6H10N2O2S2R4
trdrd_n,thioredoxin,C6H10N2O2S2R4
tre_c,"alpha,alpha-trehalose",C12H22O11
tre_e,"alpha,alpha-trehalose",C12H22O11
tridcoa_m,tridecanoylcoa,C34H56N7O17P3S
triodthy_c,"3,3',5-triiodo-L-thyronine",C15H12I3NO4
triodthy_e,"3,3',5-triiodo-L-thyronine",C15H12I3NO4
triodthy_r,"3,3',5-triiodo-L-thyronine",C15H12I3NO4
triodthysuf_c,"3,3',5-triiodo-L-thyronine sulfate",C15H11I3NO7S
triodthysuf_e,"3,3',5-triiodo-L-thyronine sulfate",C15H11I3NO7S
trp_L_c,L-tryptophan,C11H12N2O2
trp_L_e,L-tryptophan,C11H12N2O2
trp_L_l,L-tryptophan,C11H12N2O2
trypta_c,tryptaminium,C10H13N2
ts3_c,Tachysterol 3,C27H44O
tststerone_c,testosterone,C19H28O2
tststerone_e,testosterone,C19H28O2
tststerone_r,testosterone,C19H28O2
tststeroneglc_c,testosterone 17-glucosiduronic acid,C25H36O8
tststeroneglc_e,testosterone 17-glucosiduronic acid,C25H36O8
tststeroneglc_r,testosterone 17-glucosiduronic acid,C25H36O8
tststerones_c,testosterone sulfate,C19H27O5S
tststerones_e,testosterone sulfate,C19H27O5S
tsul_c,thiosulfate(2-),O3S2
tsul_e,thiosulfate(2-),O3S2
tsul_m,thiosulfate(2-),O3S2
ttc_ggdp_c,"2-cis,6-trans,10-trans-geranylgeranyl diphosphate",C20H33O7P2
ttdcea_c,myristoleic acid,C14H25O2
ttdcrn_c,O-tetradecanoyl-L-carnitine,C21H41NO4
ttdcrn_m,O-tetradecanoyl-L-carnitine,C21H41NO4
txa2_c,thromboxane A2(1-),C20H31O5
txa2_e,thromboxane A2(1-),C20H31O5
txa2_r,thromboxane A2(1-),C20H31O5
tym_c,tyraminium,C8H12NO
tymsf_c,Tyramine O-sulfate,C8H11NO4S
tymsf_e,Tyramine O-sulfate,C8H11NO4S
tyr_L_c,L-tyrosine,C9H11NO3
tyr_L_e,L-tyrosine,C9H11NO3
tyr_L_l,L-tyrosine,C9H11NO3
tyr_L_m,L-tyrosine,C9H11NO3
uacgam_c,UDP-N-acetyl-alpha-D-glucosamine(2-),C17H25N3O17P2
uacgam_g,UDP-N-acetyl-alpha-D-glucosamine(2-),C17H25N3O17P2
uacgam_r,UDP-N-acetyl-alpha-D-glucosamine(2-),C17H25N3O17P2
udp_c,UDP(3-),C9H11N2O12P2
udp_e,UDP(3-),C9H11N2O12P2
udp_g,UDP(3-),C9H11N2O12P2
udp_l,UDP(3-),C9H11N2O12P2
udp_m,UDP(3-),C9H11N2O12P2
udp_n,UDP(3-),C9H11N2O12P2
udp_r,UDP(3-),C9H11N2O12P2
udpacgal_c,UDP-N-acetyl-D-galactosamine(2-),C17H25N3O17P2
udpacgal_g,UDP-N-acetyl-D-galactosamine(2-),C17H25N3O17P2
udpacgal_l,UDP-N-acetyl-D-galactosamine(2-),C17H25N3O17P2
udpacgal_r,UDP-N-acetyl-D-galactosamine(2-),C17H25N3O17P2
udpg_c,UDP-D-glucose(2-),C15H22N2O17P2
udpg_e,UDP-D-glucose(2-),C15H22N2O17P2
udpg_g,UDP-D-glucose(2-),C15H22N2O17P2
udpg_r,UDP-D-glucose(2-),C15H22N2O17P2
udpgal_c,UDP-D-galactose(2-),C15H22N2O17P2
udpgal_e,UDP-D-galactose(2-),C15H22N2O17P2
udpgal_g,UDP-D-galactose(2-),C15H22N2O17P2
udpgal_n,UDP-D-galactose(2-),C15H22N2O17P2
udpgal_r,UDP-D-galactose(2-),C15H22N2O17P2
udpglcur_c,UDP-alpha-D-glucuronate(3-),C15H19N2O18P2
udpglcur_g,UDP-alpha-D-glucuronate(3-),C15H19N2O18P2
udpglcur_r,UDP-alpha-D-glucuronate(3-),C15H19N2O18P2
udpxyl_c,UDP-alpha-D-xylose(2-),C14H20N2O16P2
udpxyl_g,UDP-alpha-D-xylose(2-),C14H20N2O16P2
udpxyl_r,UDP-alpha-D-xylose(2-),C14H20N2O16P2
ump_c,UMP(2-),C9H11N2O9P
ump_e,UMP(2-),C9H11N2O9P
ump_g,UMP(2-),C9H11N2O9P
ump_l,UMP(2-),C9H11N2O9P
ump_m,UMP(2-),C9H11N2O9P
ump_n,UMP(2-),C9H11N2O9P
ump_r,UMP(2-),C9H11N2O9P
undcoa_m,undecanoylcoa,C32H52N7O17P3S
uppg3_c,uroporphyrinogen III(8-),C40H36N4O16
ura_c,uracil,C4H4N2O2
ura_e,uracil,C4H4N2O2
urate_c,"7,9-dihydro-1H-purine-2,6,8(3H)-trione",C5H4N4O3
urate_e,"7,9-dihydro-1H-purine-2,6,8(3H)-trione",C5H4N4O3
urate_n,"7,9-dihydro-1H-purine-2,6,8(3H)-trione",C5H4N4O3
urate_x,"7,9-dihydro-1H-purine-2,6,8(3H)-trione",C5H4N4O3
urcan_c,trans-urocanate,C6H5N2O2
urea_c,urea,CH4N2O
urea_e,urea,CH4N2O
urea_m,urea,CH4N2O
urea_n,urea,CH4N2O
uri_c,uridine,C9H12N2O6
uri_e,uridine,C9H12N2O6
uri_l,uridine,C9H12N2O6
uri_m,uridine,C9H12N2O6
uri_n,uridine,C9H12N2O6
utp_c,UTP(4-),C9H11N2O15P3
utp_e,UTP(4-),C9H11N2O15P3
utp_m,UTP(4-),C9H11N2O15P3
utp_n,UTP(4-),C9H11N2O15P3
vacc_c,trans-vaccenate,C18H33O2
vacc_e,trans-vaccenate,C18H33O2
octd11ecoa_c,(11E)-octadecenoyl-CoA(4-),C39H64N7O17P3S
octd11ecoa_m,(11E)-octadecenoyl-CoA(4-),C39H64N7O17P3S
vacccrn_c,(R)-oleoylcarnitine,C25H47NO4
vacccrn_m,(R)-oleoylcarnitine,C25H47NO4
val_L_c,L-valine,C5H11NO2
val_L_e,L-valine,C5H11NO2
val_L_l,L-valine,C5H11NO2
val_L_m,L-valine,C5H11NO2
vitd2_c,vitamin D2,C28H44O
vitd2_e,vitamin D2,C28H44O
vitd2_m,vitamin D2,C28H44O
vitd3_c,calciol,C27H44O
vitd3_e,calciol,C27H44O
vitd3_m,calciol,C27H44O
wharachd_r,20-HETE(1-),C20H31O3
whddca_c,3-hydroxypalmitic acid,C12H23O3
whddca_e,3-hydroxypalmitic acid,C12H23O3
whhdca_c,16-hydroxypalmitate,C16H31O3
whhdca_e,16-hydroxypalmitate,C16H31O3
whtststerone_c,19-hydroxytestosterone,C19H28O3
whtststerone_e,19-hydroxytestosterone,C19H28O3
whtststerone_r,19-hydroxytestosterone,C19H28O3
whttdca_c,omega hydroxy tetradecanoate (n-C14:0),C14H27O3
whttdca_e,omega hydroxy tetradecanoate (n-C14:0),C14H27O3
xan_c,9H-xanthine,C5H4N4O2
xan_x,9H-xanthine,C5H4N4O2
xmp_c,5'-xanthylate(2-),C10H11N4O9P
xmp_e,5'-xanthylate(2-),C10H11N4O9P
xol24oh_r,(24S)-24-hydroxycholesterol,C27H46O2
xol25oh_r,25-hydroxycholesterol,C27H46O2
xol27oh_c,26-hydroxycholesterol,C27H46O2
xol27oh_m,26-hydroxycholesterol,C27H46O2
xol27oh_r,26-hydroxycholesterol,C27H46O2
20ahchsterol_c,20-hydroxycholesterol,C27H46O2
20ahchsterol_r,20-hydroxycholesterol,C27H46O2
xol7ah2_c,"5beta-cholestane-3alpha,7alpha-diol",C27H48O2
xol7ah2_m,"5beta-cholestane-3alpha,7alpha-diol",C27H48O2
xol7ah2_r,"5beta-cholestane-3alpha,7alpha-diol",C27H48O2
xol7ah2al_c,"3alpha,7alpha-dihydroxy-5beta-cholestan-26-al",C27H46O3
xol7ah2al_m,"3alpha,7alpha-dihydroxy-5beta-cholestan-26-al",C27H46O3
xol7ah3_c,"5beta-cholestane-3alpha,7alpha,26-triol",C27H48O3
xol7ah3_m,"5beta-cholestane-3alpha,7alpha,26-triol",C27H48O3
xol7ah_c,7alpha-hydroxy-5beta-cholestan-3-one,C27H46O2
xol7aone_c,7alpha-hydroxycholest-4-en-3-one,C27H44O2
xol7aone_m,7alpha-hydroxycholest-4-en-3-one,C27H44O2
xol7aone_r,7alpha-hydroxycholest-4-en-3-one,C27H44O2
xoldiolone_c,"7alpha,12alpha-dihydroxycholest-4-en-3-one",C27H44O3
xoldiolone_m,"7alpha,12alpha-dihydroxycholest-4-en-3-one",C27H44O3
